company_id,name,industry,size_band,city,tier,registered_date
895,"Gole, Deo and Andra",Healthcare,Mid (200-1000),Chapra,Tier-3,2023-11-14
896,Tripathi-Edwin,E-Commerce,Small (50-200),Rajkot,Tier-2,2023-09-26
897,Manda-Cheema,EdTech,Startup (<50),Uluberia,Tier-3,2023-12-29
898,Gara-Parikh,Financial Services,Small (50-200),Bihar Sharif,Tier-2,2023-07-30
899,Andra-Nath,Automotive,Small (50-200),Bareilly,Tier-3,2024-02-19
900,"Murthy, Devi and Kapadia",Cybersecurity,Mid (200-1000),Moradabad,Tier-2,2023-08-17
901,Swaminathan Group,Information Technology,Large (1000-5000),New Delhi,Tier-3,2023-10-03
902,Goswami-Kurian,Automotive,Mid (200-1000),Srikakulam,Tier-2,2023-06-02
903,Divan LLC,Logistics,Small (50-200),Nadiad,Tier-3,2024-01-06
904,"Padmanabhan, Sampath and Loyal",Logistics,Startup (<50),Nellore,Tier-2,2024-03-25
905,Dani LLC,EdTech,Startup (<50),Mahbubnagar,Tier-3,2024-02-14
906,Dhar Ltd,Logistics,Mid (200-1000),Shimla,Tier-1,2023-12-29
907,Bhatia-Wable,E-Commerce,Small (50-200),Ghaziabad,Tier-3,2023-07-05
908,Majumdar-Ahuja,Automotive,Large (1000-5000),Shahjahanpur,Tier-3,2023-11-19
909,Chatterjee-Prashad,Healthcare,Mid (200-1000),Danapur,Tier-2,2023-07-03
910,Chand-Krishnamurthy,Cybersecurity,Enterprise (5000+),Nizamabad,Tier-2,2023-07-23
911,"Gulati, Ben and Hegde",Financial Services,Enterprise (5000+),Ghaziabad,Tier-3,2023-08-23
912,"Sampath, Nair and Prasad",Automotive,Small (50-200),Ajmer,Tier-2,2023-07-11
913,"Dalal, Deep and Biswas",Telecommunications,Small (50-200),Howrah,Tier-1,2024-02-04
914,Rama-Ravi,FMCG,Small (50-200),Kulti,Tier-3,2023-06-16
915,"Balay, Master and Arya",Healthcare,Startup (<50),Motihari,Tier-1,2023-12-18
916,Mody and Sons,Consulting,Startup (<50),Rewa,Tier-2,2023-12-15
917,Rau Inc,Consulting,Large (1000-5000),Kollam,Tier-2,2023-09-26
918,Ghosh LLC,Consulting,Mid (200-1000),Munger,Tier-2,2023-11-03
919,"Raja, Doctor and Mane",Telecommunications,Mid (200-1000),Kharagpur,Tier-2,2023-08-29
920,Vasa Ltd,Automotive,Enterprise (5000+),Baranagar,Tier-2,2023-07-08
921,"Saraf, Samra and Bhatti",Logistics,Small (50-200),Unnao,Tier-3,2023-10-05
922,Patel-Karan,E-Commerce,Startup (<50),Sambhal,Tier-1,2023-12-30
923,Virk-Seshadri,EdTech,Mid (200-1000),Avadi,Tier-3,2024-03-24
924,Johal-Kashyap,Automotive,Small (50-200),Rourkela,Tier-2,2023-10-22
925,Majumdar-Suresh,EdTech,Large (1000-5000),Nadiad,Tier-3,2023-06-06
926,Bajaj Inc,Healthcare,Mid (200-1000),Tadipatri,Tier-3,2023-09-11
927,Singhal Group,Logistics,Mid (200-1000),Bokaro,Tier-3,2024-02-07
928,Das-Mohanty,FMCG,Startup (<50),Tadipatri,Tier-2,2023-06-26
929,"Cheema, Bhagat and Din",Cybersecurity,Startup (<50),Pune,Tier-3,2023-08-28
930,Wason-Nagi,Logistics,Large (1000-5000),Bahraich,Tier-1,2023-10-21
931,Khare LLC,Information Technology,Large (1000-5000),South Dumdum,Tier-3,2023-09-24
932,Sankaran Group,Telecommunications,Enterprise (5000+),Panihati,Tier-2,2023-12-02
933,"Deep, Setty and Wadhwa",Healthcare,Mid (200-1000),Rohtak,Tier-2,2023-11-24
934,Rama-Suresh,Logistics,Startup (<50),Nandyal,Tier-2,2023-09-10
935,Misra PLC,Logistics,Mid (200-1000),Suryapet,Tier-2,2023-07-26
936,Mohanty-Solanki,Logistics,Mid (200-1000),Thiruvananthapuram,Tier-2,2023-09-11
937,"Bhattacharyya, Dugal and Loke",E-Commerce,Startup (<50),Arrah,Tier-2,2023-10-07
938,Saha-Banerjee,Cybersecurity,Enterprise (5000+),Darbhanga,Tier-3,2023-11-23
939,"Chandran, Datta and Morar",E-Commerce,Mid (200-1000),Buxar,Tier-2,2024-01-16
940,Gade LLC,Cybersecurity,Mid (200-1000),Deoghar,Tier-3,2023-11-16
941,Saraf Group,Consulting,Startup (<50),Bangalore,Tier-3,2024-01-18
942,Sur LLC,Financial Services,Small (50-200),Guntakal,Tier-2,2024-03-25
943,"Barman, D’Alia and Kanda",Logistics,Large (1000-5000),Udaipur,Tier-2,2023-11-23
944,"Sule, Upadhyay and Kara",Information Technology,Startup (<50),Nanded,Tier-2,2023-10-06
945,"Bhat, Sandhu and Sarna",Information Technology,Mid (200-1000),Aizawl,Tier-3,2023-12-07
946,Srinivasan-Bhatia,Consulting,Mid (200-1000),Tiruchirappalli,Tier-3,2024-02-12
947,Vaidya Group,Telecommunications,Mid (200-1000),Kulti,Tier-1,2024-03-11
948,"Dhar, Das and Mammen",Information Technology,Startup (<50),Tiruvottiyur,Tier-3,2024-01-20
949,Pal and Sons,Financial Services,Small (50-200),Kamarhati,Tier-2,2023-08-04
950,"Yogi, Sane and Hayer",Cybersecurity,Small (50-200),Asansol,Tier-3,2023-12-21
951,Bobal Group,EdTech,Startup (<50),Karnal,Tier-3,2023-08-17
952,Sathe LLC,Manufacturing,Startup (<50),Begusarai,Tier-2,2023-10-28
953,Loke Group,Automotive,Small (50-200),Amritsar,Tier-1,2023-07-07
954,Purohit LLC,Automotive,Small (50-200),Proddatur,Tier-2,2023-11-30
955,"Sarna, Seth and Behl",E-Commerce,Mid (200-1000),Noida,Tier-3,2024-02-14
956,Salvi PLC,Healthcare,Enterprise (5000+),Vijayanagaram,Tier-3,2024-02-15
957,Bhat-Choudhary,Automotive,Large (1000-5000),Hazaribagh,Tier-3,2023-08-26
958,"Raju, Cherian and Chaudhry",Information Technology,Mid (200-1000),Bhind,Tier-1,2023-07-08
959,Devi-Deshmukh,EdTech,Large (1000-5000),Chandigarh,Tier-3,2023-08-01
960,Setty-Brar,Manufacturing,Startup (<50),Ramgarh,Tier-3,2024-03-27
961,Dayal-Rege,Telecommunications,Small (50-200),Karnal,Tier-3,2024-01-13
962,Iyer Inc,Telecommunications,Small (50-200),Gandhidham,Tier-2,2023-12-29
963,Kanda-Naidu,Manufacturing,Startup (<50),Bardhaman,Tier-2,2024-03-21
964,Natarajan-Pant,Financial Services,Enterprise (5000+),Hazaribagh,Tier-2,2023-10-04
965,"Devan, Narang and Lad",Consulting,Mid (200-1000),Bhind,Tier-2,2023-07-14
966,"Sundaram, Dash and Natt",Consulting,Mid (200-1000),Solapur,Tier-3,2023-11-28
967,Walia-Sibal,Telecommunications,Mid (200-1000),Thane,Tier-2,2023-12-29
968,Bhatt PLC,EdTech,Startup (<50),Bongaigaon,Tier-1,2023-08-10
969,Parmar-Sani,Automotive,Enterprise (5000+),Hazaribagh,Tier-3,2023-08-25
970,"Banik, Kapur and Pingle",E-Commerce,Startup (<50),Bahraich,Tier-3,2023-12-16
971,"Samra, D’Alia and Borah",Financial Services,Startup (<50),Erode,Tier-2,2024-03-17
972,Bhakta-Nadig,Logistics,Startup (<50),Rajpur Sonarpur,Tier-2,2023-11-15
973,Gola-Gaba,Logistics,Startup (<50),Secunderabad,Tier-3,2023-10-16
974,Wason Group,Cybersecurity,Small (50-200),Bettiah,Tier-1,2024-03-15
975,Saxena and Sons,Logistics,Mid (200-1000),Chandrapur,Tier-2,2023-06-13
976,Behl PLC,E-Commerce,Startup (<50),Malegaon,Tier-3,2024-03-15
977,Rattan PLC,Manufacturing,Enterprise (5000+),Begusarai,Tier-2,2024-03-14
978,Sangha PLC,Manufacturing,Enterprise (5000+),Bikaner,Tier-3,2024-03-24
979,Venkataraman-Sharma,Manufacturing,Startup (<50),Sambalpur,Tier-2,2023-09-06
980,Kala-Suri,Logistics,Small (50-200),Chandrapur,Tier-2,2023-10-10
981,"Bath, Balay and Devi",Cybersecurity,Startup (<50),New Delhi,Tier-3,2023-11-11
982,Kurian Inc,Telecommunications,Small (50-200),Vadodara,Tier-2,2024-02-01
983,"Lata, Chadha and Chaudhary",Consulting,Startup (<50),Katihar,Tier-3,2023-12-20
984,Bora Ltd,Financial Services,Mid (200-1000),Ahmednagar,Tier-2,2023-09-30
985,Shukla-Doctor,Automotive,Small (50-200),Coimbatore,Tier-1,2024-03-01
986,Kumar-Goswami,Consulting,Large (1000-5000),Haridwar,Tier-2,2023-11-23
987,Krishnan-Warrior,Logistics,Mid (200-1000),Gorakhpur,Tier-3,2023-11-22
988,Chhabra Inc,Information Technology,Enterprise (5000+),Rajkot,Tier-3,2023-06-18
989,"Comar, Kannan and Jain",Cybersecurity,Mid (200-1000),Thane,Tier-3,2024-03-25
990,Tiwari-Bhatnagar,Financial Services,Small (50-200),Mangalore,Tier-3,2023-12-06
991,Ranganathan-Kota,FMCG,Mid (200-1000),Pallavaram,Tier-3,2023-11-25
992,Guha-Lalla,Cybersecurity,Startup (<50),Pondicherry,Tier-2,2023-12-22
993,Khatri-Nanda,Cybersecurity,Startup (<50),Tadipatri,Tier-1,2024-01-14
994,Zacharia-Sem,Automotive,Small (50-200),Latur,Tier-2,2023-09-05
995,Keer PLC,E-Commerce,Mid (200-1000),Purnia,Tier-2,2023-09-15
996,Gera-Shan,FMCG,Startup (<50),Bhatpara,Tier-2,2023-12-04
997,Mand LLC,FMCG,Large (1000-5000),Raiganj,Tier-2,2023-09-05
998,Johal-Samra,Consulting,Small (50-200),Kirari Suleman Nagar,Tier-2,2023-06-08
999,Kanda-Sachar,Financial Services,Small (50-200),Jamshedpur,Tier-3,2024-03-23
1000,Dhar Group,Manufacturing,Startup (<50),Thanjavur,Tier-2,2023-07-15
